canonical_asset_id,PF_symbol,mechanism_proof_cohort,pilot_anchor,pair_identity_source,observed_or_verified_start,observed_or_verified_end,symbol_migrations,known_status_intervals,historical_authority_status,api_key,Kraken_spot_pair,wsname,spot_base,spot_quote,current_status,identity_confidence,inclusion_or_exclusion_reason
QTUM,PF_QTUMUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,QTUMUSD,QTUMUSD,QTUM/USD,QTUM,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
RARE,PF_RAREUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:25:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RAREUSD,RAREUSD,RARE/USD,RARE,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
RAY,PF_RAYUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T02:30:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RAYUSD,RAYUSD,RAY/USD,RAY,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
RENDER,PF_RENDERUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-08-06T12:35:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RENDERUSD,RENDERUSD,RENDER/USD,RENDER,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
REZ,PF_REZUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-07-16T17:05:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,REZUSD,REZUSD,REZ/USD,REZ,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
RLC,PF_RLCUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T22:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RLCUSD,RLCUSD,RLC/USD,RLC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ROSE,PF_ROSEUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
RSR,PF_RSRUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-11-26T15:05:00+00:00,2025-12-31T22:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RSRUSD,RSRUSD,RSR/USD,RSR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
RUNE,PF_RUNEUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,RUNEUSD,RUNEUSD,RUNE/USD,RUNE,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
S,PF_SUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SUSD,SUSD,S/USD,S,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SAGA,PF_SAGAUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-07-16T17:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SAGAUSD,SAGAUSD,SAGA/USD,SAGA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SEI,PF_SEIUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-08-15T15:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SEIUSD,SEIUSD,SEI/USD,SEI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SHELL,PF_SHELLUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
SHIB,PF_SHIBUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SHIBUSD,SHIBUSD,SHIB/USD,SHIB,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SKL,PF_SKLUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
SNX,PF_SNXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SNXUSD,SNXUSD,SNX/USD,SNX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SOL,PF_SOLUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SOLUSD,SOLUSD,SOL/USD,SOL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SOLV,PF_SOLVUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-12-11T18:05:00+00:00,2025-12-31T23:20:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SOLVUSD,SOLVUSD,SOLV/USD,SOLV,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SONIC,PF_SONICUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-04T18:35:00+00:00,2025-12-31T21:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SONICUSD,SONICUSD,SONIC/USD,SONIC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SPELL,PF_SPELLUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SPELLUSD,SPELLUSD,SPELL/USD,SPELL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SPK,PF_SPKUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-01T00:00:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SPKUSD,SPKUSD,SPK/USD,SPK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SPX,PF_SPXUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-12-11T15:30:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SPXUSD,SPXUSD,SPX/USD,SPX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SSV,PF_SSVUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-04-11T20:25:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SSVUSD,SSVUSD,SSV/USD,SSV,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
STEEM,PF_STEEMUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
STG,PF_STGUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T02:45:00+00:00,2025-12-31T23:30:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,STGUSD,STGUSD,STG/USD,STG,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
STORJ,PF_STORJUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:20:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,STORJUSD,STORJUSD,STORJ/USD,STORJ,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
STRK,PF_STRKUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-02-20T12:30:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,STRKUSD,STRKUSD,STRK/USD,STRK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
STX,PF_STXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,STXUSD,STXUSD,STX/USD,STX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SUI,PF_SUIUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-05-03T12:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SUIUSD,SUIUSD,SUI/USD,SUI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SUN,PF_SUNUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-04-08T16:55:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SUNUSD,SUNUSD,SUN/USD,SUN,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SUPER,PF_SUPERUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:15:00+00:00,2025-12-31T23:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SUPERUSD,SUPERUSD,SUPER/USD,SUPER,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SUSHI,PF_SUSHIUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:25:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SUSHIUSD,SUSHIUSD,SUSHI/USD,SUSHI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SWARMS,PF_SWARMSUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-04T19:00:00+00:00,2025-12-31T22:00:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SWARMSUSD,SWARMSUSD,SWARMS/USD,SWARMS,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SXT,PF_SXTUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-07-01T00:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SXTUSD,SXTUSD,SXT/USD,SXT,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SYN,PF_SYNUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T22:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SYNUSD,SYNUSD,SYN/USD,SYN,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
SYRUP,PF_SYRUPUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-11-13T15:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,SYRUPUSD,SYRUPUSD,SYRUP/USD,SYRUP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
T,PF_TUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T01:30:00+00:00,2025-12-31T23:15:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TUSD,TUSD,T/USD,T,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TAO,PF_TAOUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-06-25T19:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TAOUSD,TAOUSD,TAO/USD,TAO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
THETA,PF_THETAUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
TIA,PF_TIAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-10-31T16:55:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TIAUSD,TIAUSD,TIA/USD,TIA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TLM,PF_TLMUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:15:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TLMUSD,TLMUSD,TLM/USD,TLM,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TNSR,PF_TNSRUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-06-04T14:35:00+00:00,2025-12-31T23:40:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TNSRUSD,TNSRUSD,TNSR/USD,TNSR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TRB,PF_TRBUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
TRU,PF_TRUUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T22:55:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TRUUSD,TRUUSD,TRU/USD,TRU,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TRUMP,PF_TRUMPUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-18T20:15:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TRUMPUSD,TRUMPUSD,TRUMP/USD,TRUMP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TRX,PF_TRXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TRXUSD,TRXUSD,TRX/USD,TRX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
TURBO,PF_TURBOUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-08-13T17:10:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,TURBOUSD,TURBOUSD,TURBO/USD,TURBO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
UMA,PF_UMAUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T03:10:00+00:00,2025-12-31T22:05:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,UMAUSD,UMAUSD,UMA/USD,UMA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
UNI,PF_UNIUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:10:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,UNIUSD,UNIUSD,UNI/USD,UNI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
USUAL,PF_USUALUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-29T17:20:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,USUALUSD,USUALUSD,USUAL/USD,USUAL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
VELO,PF_VELOUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,no_archive_rows_observed,VELOUSD,VELOUSD,VELO/USD,VELO,ZUSD,online,high_current_identity_historical_interval_pending,excluded_no_official_archive_rows_observed
VET,PF_VETUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,no_archive_rows_observed,VETUSD,VETUSD,VET/USD,VET,ZUSD,online,high_current_identity_historical_interval_pending,excluded_no_official_archive_rows_observed
VINE,PF_VINEUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-04T17:15:00+00:00,2025-12-31T23:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,VINEUSD,VINEUSD,VINE/USD,VINE,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
VIRTUAL,PF_VIRTUALUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-02-12T15:10:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,VIRTUALUSD,VIRTUALUSD,VIRTUAL/USD,VIRTUAL,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
W,PF_WUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-04-03T12:00:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,WUSD,WUSD,W/USD,W,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
WIF,PF_WIFUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-02-01T16:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,WIFUSD,WIFUSD,WIF/USD,WIF,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
WLD,PF_WLDUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-03-05T18:00:00+00:00,2025-12-31T23:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,WLDUSD,WLDUSD,WLD/USD,WLD,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
WOO,PF_WOOUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T17:20:00+00:00,2025-12-31T22:15:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,WOOUSD,WOOUSD,WOO/USD,WOO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XBT,PF_XBTUSD,False,True,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,XXBTZUSD,XBTUSD,XBT/USD,XXBT,ZUSD,online,high_current_identity_historical_interval_pending,official_USD_identity_candidate
XCN,PF_XCNUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T01:20:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XCNUSD,XCNUSD,XCN/USD,XCN,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XLM,PF_XLMUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XXLMZUSD,XLMUSD,XLM/USD,XXLM,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XMR,PF_XMRUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XXMRZUSD,XMRUSD,XMR/USD,XXMR,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XRP,PF_XRPUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XXRPZUSD,XRPUSD,XRP/USD,XXRP,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XTZ,PF_XTZUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XTZUSD,XTZUSD,XTZ/USD,XTZ,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
XVS,PF_XVSUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
YFI,PF_YFIUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:05:00+00:00,2025-12-31T23:20:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,YFIUSD,YFIUSD,YFI/USD,YFI,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
YGG,PF_YGGUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T22:35:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,YGGUSD,YGGUSD,YGG/USD,YGG,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZEC,PF_ZECUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,XZECZUSD,ZECUSD,ZEC/USD,XZEC,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZEN,PF_ZENUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
ZEREBRO,PF_ZEREBROUSD,True,False,official_Kraken_AssetPairs_snapshot,2025-01-27T15:00:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ZEREBROUSD,ZEREBROUSD,ZEREBRO/USD,ZEREBRO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZETA,PF_ZETAUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-05-30T16:35:00+00:00,2025-12-31T19:45:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ZETAUSD,ZETAUSD,ZETA/USD,ZETA,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZIL,PF_ZILUSD,True,False,official_Kraken_AssetPairs_snapshot,unknown_before_archive_read,unknown_before_archive_read,none_known,current_status_only_not_historical,pending_archive_observation,,,,,,,unresolved,no_unique_official_USD_pair
ZK,PF_ZKUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-08-14T18:35:00+00:00,2025-12-31T23:25:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ZKUSD,ZKUSD,ZK/USD,ZK,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZRO,PF_ZROUSD,True,False,official_Kraken_AssetPairs_snapshot,2024-06-21T17:00:00+00:00,2025-12-31T23:50:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ZROUSD,ZROUSD,ZRO/USD,ZRO,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
ZRX,PF_ZRXUSD,True,False,official_Kraken_AssetPairs_snapshot,2023-01-01T00:25:00+00:00,2025-12-31T23:55:00+00:00,none_known,current_status_only_not_historical,official_archive_observed_bounded,ZRXUSD,ZRXUSD,ZRX/USD,ZRX,ZUSD,online,high_current_identity_historical_interval_pending,included_official_USD_archive_rows
